Price,Close,Volume,Returns,Volatility
Ticker,SPY,SPY,,
Date,,,,
2010-02-02,82.37689208984375,216327900,0.012103373179856325,0.010584926493863459
2010-02-03,81.9664306640625,172730700,-0.004982725317356995,0.010574026067043505
2010-02-04,79.43643188476562,356715700,-0.030866279753793524,0.01240301287319172
2010-02-05,79.60062408447266,493585800,0.0020669634298935424,0.0123441622982439
2010-02-08,79.02598571777344,224166900,-0.007219018359572282,0.012269733440822377
2010-02-09,80.01862335205078,337820500,0.012560901648507983,0.012765393956012883
2010-02-10,79.86183166503906,240511500,-0.001959439945897312,0.012688438271670913
2010-02-11,80.69768524169922,223591600,0.010466246005550461,0.012791400055856961
2010-02-12,80.63054656982422,304622100,-0.0008319776666940726,0.01273515986738253
2010-02-16,81.89923858642578,159317500,0.015734632475830956,0.013236690563803265
2010-02-17,82.28734588623047,168845100,0.00473883892577498,0.012909667803179013
2010-02-18,82.77239990234375,193708600,0.005894636786364593,0.012877548687124232
2010-02-19,82.944091796875,222684900,0.0020742650295728637,0.012173577257792119
2010-02-22,82.95899963378906,132346900,0.00017973356017408904,0.01100636933437395
2010-02-23,81.95147705078125,207497000,-0.012144825606087095,0.011333541468795331
2010-02-24,82.70526123046875,176350700,0.00919793281114889,0.011462716379510627
2010-02-25,82.59329986572266,259634700,-0.0013537393278294507,0.011431655948665862
2010-02-26,82.64555358886719,173589300,0.0006326629790731619,0.011082692350117522
2010-03-01,83.50381469726562,147709700,0.010384843117731357,0.010897244021583423
2010-03-02,83.73511505126953,160992400,0.0027699375752168187,0.010432472029133137
2010-03-03,83.80977630615234,150785000,0.0008916361413857654,0.010127935206479373
2010-03-04,84.06352233886719,135770400,0.0030276424052000372,0.010040575684368757
2010-03-05,85.26506805419922,176118800,0.014293306798262684,0.007058134584742098
2010-03-08,85.27999877929688,114631200,0.00017510951950638898,0.007091938340720607
2010-03-09,85.42181396484375,154556700,0.0016629360644562219,0.006651400546475805
2010-03-10,85.80239868164062,186088800,0.004455357468216681,0.006336668820086607
2010-03-11,86.16065979003906,160791100,0.004175420663095064,0.006204858865746303
2010-03-12,86.16810607910156,162074800,8.642330595720615e-05,0.006052014454797533
2010-03-15,86.19052124023438,146816800,0.0002601329210165648,0.00601757831905788
2010-03-16,86.8770980834961,168673000,0.007965804515186248,0.005395070194098001
2010-03-17,87.39204406738281,177468100,0.005927292638064463,0.005422073935671501
2010-03-18,87.34727478027344,196509100,-0.0005122810387048204,0.0054330380502818
2010-03-19,86.90511322021484,226641100,-0.005062110537173314,0.005704381158965956
2010-03-22,87.36974334716797,184477800,0.005346407245057749,0.005717867515522084
2010-03-23,87.98422241210938,182941600,0.0070330876731519165,0.004615157778139037
2010-03-24,87.5571060180664,196072600,-0.004854465747760939,0.004779667177233819
2010-03-25,87.41471862792969,223396300,-0.0016262231201125132,0.004792696783240412
2010-03-26,87.36226654052734,205808500,-0.0006000372503125462,0.004830512454336306
2010-03-29,87.91677856445312,134513500,0.006347271492418871,0.004573957684461872
2010-03-30,87.97673797607422,145772500,0.0006820019181792425,0.004593376213665925
2010-03-31,87.67698669433594,161078700,-0.003407165219285635,0.004769017019685456
2010-04-01,88.27649688720703,161215200,0.006837714381781046,0.004875828034364293
2010-04-05,88.9958724975586,105847600,0.008149118233256702,0.004243527786013234
2010-04-06,89.20572662353516,110384200,0.0023580208844216077,0.004217998621285527
2010-04-07,88.69612121582031,184576300,-0.005712698354730872,0.004579958585061919
2010-04-08,89.0033950805664,158704000,0.00346434388036454,0.004556069691273575
2010-04-09,89.58790588378906,133006500,0.006567286592759292,0.00465092385003316
2010-04-12,89.73027801513672,110279000,0.0015891891873478503,0.004631116460891211
2010-04-13,89.7977294921875,125043600,0.0007517136750585518,0.004622482539437904
2010-04-14,90.81687927246094,161609000,0.011349393643211192,0.0049033095468605055
2010-04-15,90.89180755615234,144615300,0.0008250479898854746,0.0048331254623144625
2010-04-16,89.44551849365234,366786700,-0.01591220486628009,0.006265066173222358
2010-04-19,89.78272247314453,217947800,0.003769937109997512,0.006109308310061301
2010-04-20,90.5845718383789,157708000,0.008930998561268,0.006273887026562968
2010-04-21,90.4197006225586,192910100,-0.0018200805332996284,0.006199119171672106
2010-04-22,90.68948364257812,115360300,0.0029836752185863347,0.006029375428734612
2010-04-23,91.28148651123047,177335500,0.006527800632160741,0.006062777372247942
2010-04-26,90.93677520751953,143457300,-0.0037763550626285225,0.006180014736467486
2010-04-27,88.78607940673828,355853300,-0.02365045160083279,0.008338962772124038
2010-04-28,89.46050262451172,300674100,0.007596046838421966,0.008487785395101841
2010-04-29,90.56959533691406,193775000,0.012397568534322723,0.008798549574015995
2010-04-30,89.03336334228516,270000900,-0.016961895312816666,0.009631587940388502
2010-05-03,90.18738555908203,182747900,0.012961682828495302,0.009890145949653092
2010-05-04,88.06665802001953,360353400,-0.02351468030607462,0.011260632486292574
2010-05-05,87.54209899902344,328973200,-0.00595638613738303,0.011266606880449389
2010-05-06,84.63450622558594,647356600,-0.03321365156517364,0.013361589837199074
2010-05-07,83.37557220458984,637558800,-0.014874949676441873,0.0134617243294426
2010-05-10,87.04753112792969,396159600,0.04404118408122537,0.017148404828913087
2010-05-11,86.80022430419922,317849800,-0.002841055002088644,0.017143746131587867
2010-05-12,88.01420593261719,235607100,0.013985927319305702,0.017257968709853407
2010-05-13,86.92012023925781,234452500,-0.012430785255246102,0.017420780834606117
2010-05-14,85.34645080566406,345601400,-0.01810477745845307,0.017518977911261488
2010-05-17,85.39143371582031,325739800,0.000527062458152816,0.017475794082020532
2010-05-18,84.2298812866211,360556800,-0.013602680955853486,0.01743590154041227
2010-05-19,83.75028228759766,394742700,-0.005693929419079202,0.017437933971683754
2010-05-20,80.58788299560547,530418300,-0.0377598642728455,0.018934203826122164
2010-05-21,81.764404296875,500909400,0.014599233253635546,0.019291582002892275
2010-05-24,80.71527862548828,269823000,-0.012831080717930599,0.01935973424899569
2010-05-25,80.7977066040039,396505200,0.0010212190296472468,0.018941716034638165
2010-05-26,80.31063079833984,349719300,-0.006028337017673802,0.018726325812759428
2010-05-27,83.0008773803711,300870500,0.033498013342548205,0.020299107959937054
2010-05-28,81.9592514038086,297933500,-0.0125495779013155,0.020176244535190832
2010-06-01,80.58041381835938,277909400,-0.016823452652779403,0.019961267471772324
2010-06-02,82.67864227294922,240243700,0.026038938684524116,0.020661198220746555
2010-06-03,82.96342468261719,226618300,0.003444449519717674,0.020696106906610143
